OE;AN/Einheit;Ausstattung;Sachnummer;Inventarnr.;Gerätenr.;Kennzeichen;Prüfung;Letzte;"letztes 
OV Berlin Neukölln;1. TZ, 1. B;Schäkel  6,5 t;2000;NN - NN (s. Beschreibung);4030T23365;0058-003646;1B1;;BL-Schäkel;09.11.2019;i. O.;20;08.11.2020;;;;;;;
OV Berlin Neukölln;1. TZ, 1. B;Schäkel  6,5 t;2000;NN - NN (s. Beschreibung);4030T23365;0058-003658;1B1;;BL-Schäkel;09.11.2019;i. O.;20;08.11.2020;;;;;;;
OV Berlin Neukölln;1. TZ, 1. B;Schäkel  6,5 t;2000;NN - NN (s. Beschreibung);4030T23365;0058-003659;1B1;;BL-Schäkel;09.11.2019;i. O.;20;08.11.2020;;;;;;;
OV Berlin Neukölln;1. TZ, FGr N;Schäkel  8,5 t, mit Auge;2000;HERSTELLERUNABHÄNGIG - typenunabhängig;4030T23368;0058-003660;2B /ohne Angel;;BL-Schäkel;12.10.2019;i. O.;20;11.10.2020;;;;;;;
OV Berlin Neukölln;1. TZ, FGr N;Schäkel  8,5 t, mit Auge;2000;HERSTELLERUNABHÄNGIG - typenunabhängig;4030T23368;0058-003661;2B / ohne Angel;;BL-Schäkel;12.10.2019;i. O.;20;11.10.2020;;;;;;;
OV Berlin Neukölln;1. TZ, FGr N;Schäkel  8,5 t, mit Auge;2000;HERSTELLERUNABHÄNGIG - typenunabhängig;4030T23368;0058-003662;2B / ohne Angel;;BL-Schäkel;12.10.2019;i. O.;20;11.10.2020;;;;;;;
OV Berlin Neukölln;1. TZ, FGr N;Schäkel  8,5 t, mit Auge;2000;HERSTELLERUNABHÄNGIG - typenunabhängig;4030T23368;0058-003663;2B / ohne Angel;;BL-Schäkel;12.10.2019;i. O.;20;11.10.2020;;;;;;;
OV Berlin Neukölln;1. TZ, FGr N;Schäkel  8,5 t, mit Auge;2000;HERSTELLERUNABHÄNGIG - typenunabhängig;4030T23368;0058-003668;2B / ohne Angel;;BL-Schäkel;12.10.2019;i. O.;20;11.10.2020;;;;;;;
OV Berlin Neukölln;1. TZ, 1. B;Drahtseil-Zuggerät 16  kN;;HABEGGER - HIT 16;5120T22913;0058-001103;20592;;BL-Seilzug;09.11.2019;i. O.;3;08.11.2020;;;;;;;
OV Berlin Neukölln;1. TZ, FGr W (B);Drahtseil-Zuggerät 16  kN;1990;GREIFZUG - 1,5t;5120T22913;0058-002093;9338;;BL-Seilzug;19.10.2019;i. O.;30;18.10.2020;;;;;;;
OV Berlin Neukölln;1. TZ, FGr W (B);Drahtseil-Zuggerät 16  kN;1990;GREIFZUG - 1,5t;5120T22913;0058-002094;9343;;BL-Seilzug;19.10.2019;i. O.;30;18.10.2020;;;;;;;
OV Berlin Neukölln;1. TZ, FGr W (B);Drahtseil-Zuggerät 16  kN;1965;GREIFZUG - 1,5t;5120T22913;0058-002095;7936;;BL-Seilzug;19.10.2019;n. i. O.;54;19.10.2019;;;;;;;
OV Berlin Neukölln;1. TZ, FGr W (B);Drahtseil-Zuggerät 16  kN;1962;GREIFZUG - 1,5t;5120T22913;0058-002096;118264;;BL-Seilzug;19.10.2019;i. O.;58;18.10.2020;;;;;;;
OV Berlin Neukölln;1. TZ, FGr W (B);Drahtseil-Zuggerät 16  kN;1962;GREIFZUG - 1,5t;5120T22913;0058-002097;90474;;BL-Seilzug;19.10.2019;i. O.;58;18.10.2020;;;;;;;
OV Berlin Neukölln;1. TZ, FGr W (B);Drahtseil-Zuggerät 16  kN;1965;GREIFZUG - 1,5t;5120T22913;0058-002098;9392;;BL-Seilzug;19.10.2019;i. O.;55;18.10.2020;;;;;;;
OV Berlin Neukölln;1. TZ, FGr W (B);Drahtseil-Zuggerät 16  kN;1962;GREIFZUG - 1,5t;5120T22913;0058-002099;83651;;BL-Seilzug;19.10.2019;i. O.;58;18.10.2020;;;;;;;
OV Berlin Neukölln;1. TZ, FGr W (B);Drahtseil-Zuggerät 16  kN;1970;GREIFZUG - 1,5t;5120T22913;0058-002100;33587;;BL-Seilzug;19.10.2019;n. i. O.;49;19.10.2019;;;;;;;
OV Berlin Neukölln;1. TZ, FGr W (B);Drahtseil-Zuggerät 16  kN;1970;GREIFZUG - 1,5t;5120T22913;0058-002101;32025;;BL-Seilzug;19.10.2019;i. O.;50;18.10.2020;;;;;;;
OV Berlin Neukölln;1. TZ, FGr I;Drahtseil-Zuggerät 16  kN;1983;GREIFZUG - TU16;5120T22913;0058-003408;97441;;BL-Seilzug;19.10.2019;i. O.;37;18.10.2020;;;;;;;
OV Berlin Neukölln;OV, Jugend (700);Drahtseil-Zuggerät 16  kN;1990;GREIFZUG - TU16;5120T22913;0058-003413;9339;;BL-Seilzug;19.10.2019;i. O.;30;18.10.2020;;;;;;;
OV Berlin Neukölln;1. TZ, FGr I;Drahtseil-Zuggerät 16  kN;1981;GREIFZUG - TU16;5120T22913;0058-003429;M90747 / Infra;;BL-Seilzug;19.10.2019;i. O.;39;18.10.2020;;;;;;;
OV Berlin Neukölln;1. TZ, FGr W (B);Drahtseil-Zuggerät 16  kN;1962;GREIFZUG - TU16;5120T22913;0058-003605;87567;;BL-Seilzug;19.10.2019;i. O.;58;18.10.2020;;;;;;;
OV Berlin Neukölln;1. TZ, FGr N;Drahtseil-Zuggerät 16  kN;1981;GREIFZUG - TU16;5120T22913;0058-003606;M90752 / b2;;BL-Seilzug;19.10.2019;i. O.;39;18.10.2020;;;;;;;
OV Berlin Neukölln;OV, SM/SK Raum (140);Drahtseil-Zuggerät 16  kN;1900;GREIFZUG - TU16;5120T22913;0058-003985;;;BL-Seilzug;19.10.2019;i. O.;120;18.10.2020;;;;;;;
OV Berlin Neukölln;1. TZ, 1. B;Kettenmotorsäge 3,5 kW;2020;STIHL - MS 461 R;3695T22269;0058-004784;188050677;;BT-Kettensäge;01.01.2020;;;31.12.2020;;;;;;;
OV Berlin Neukölln;1. TZ, 1. B;Kettenmotorsäge 4,5 kW;2012;STIHL - MS440;3695T22270;0055-005549;176234922;;BT-Kettensäge;19.10.2019;i. O.;8;18.10.2020;;;;;;;
OV Berlin Neukölln;1. TZ, FGr N;Kettenmotorsäge 4,5 kW;2013;STIHL - MS440C;3695T22270;0055-005684;176233754;;BT-Kettensäge;20.10.2018;i. O.;6;20.10.2019;;;;;;;
OV Berlin Neukölln;1. TZ, FGr N;Kettenelektrosäge, trgb. ca. 30 cm Schnittlänge;2003;STIHL - E140;3695T23268;0050-001150;161170327;;BT-Kettensäge;18.10.2016;i. O.;14;18.10.2017;;;;;;;
OV Berlin Neukölln;1. TZ, 1. B;"Trennschleifer, Motor; tragbar";2018;STIHL - TS 420;5130T22930;0058-004400;184982438;;BT-Trennschleifer;19.10.2019;i. O.;2;18.10.2020;;;;;;;
OV Berlin Neukölln;1. TZ, FGr N;"Trennschleifer, Motor; tragbar";2018;STIHL - TS 420;5130T22930;0058-004404;184982476;;BT-Trennschleifer;20.10.2018;i. O.;1;20.10.2019;;;;;;;
OV Berlin Neukölln;1. TZ, FGr I;"Trennschleifer, Motor; tragbar";2018;STIHL - TS 420;5130T22930;0058-004557;185560256;;BT-Trennschleifer;19.10.2019;i. O.;2;18.10.2020;;;;;;;
OV Berlin Neukölln;OV, Garage (500);Hochdruckreiniger, Heißwasser, Dieselantrieb;2002;KÄRCHER - HDS 790CS;5130T91660;0058-001534;31197;;BT-Flüssigkeitsstrahler;01.01.2002;;;01.01.2003;;;;;;;
OV Berlin Neukölln;OV, Küche (190);Leiter, Aluminium;2015;HAILO - NN;5440T00001;0055-007060;Küche;;BT-Leiter allg.;19.10.2019;i. O.;5;18.10.2020;;;;;;;
OV Berlin Neukölln;OV, SM/SK Raum (140);Leiter, Aluminium;2011;HERSTELLERUNABHÄNGIG - 1,5;5440T00001;0058-004424;;;BT-Leiter allg.;19.10.2019;i. O.;9;18.10.2020;;;;;;;
OV Berlin Neukölln;OV, SM/SK Raum (140);Leiter, Aluminium;2011;HERSTELLERUNABHÄNGIG - 1,5;5440T00001;0058-004425;;;BT-Leiter allg.;19.10.2019;i. O.;9;18.10.2020;;;;;;;
OV Berlin Neukölln;OV, Garage (500);Leiter, Aluminium;2000;ZARGES - 3 m;5440T00001;0058-004434;40305;;BT-Leiter allg.;19.10.2019;i. O.;20;18.10.2020;;;;;;;
OV Berlin Neukölln;1. TZ, 1. B;Leiter, Aluminium;2018;HERSTELLERUNABHÄNGIG - 1,5;5440T00001;0058-004551;;;BT-Leiter allg.;01.01.2018;;;01.01.2019;;;;;;;
OV Berlin Neukölln;1. TZ, FGr I;Leiter, Aufstieg;2000;FREYTAG - LKW;5440T00011;0058-004689;Unimog;;BT-Leiter allg.;19.10.2019;i. O.;20;18.10.2020;;;;;;;
OV Berlin Neukölln;1. TZ, FGr I;Leiter, Kombi-, Teleskop-;2018;FINETHER - typenunabhängig;5440T00058;0058-004282;;;BT-Leiter allg.;19.10.2019;i. O.;2;18.10.2020;;;;;;;
OV Berlin Neukölln;1. TZ, FGr I;Leiter, Kombi-, Teleskop-;2018;FINETHER - typenunabhängig;5440T00058;0058-004283;;;BT-Leiter allg.;01.01.2018;;;01.01.2019;;;;;;;
OV Berlin Neukölln;OV, Garage (500);Leiter, Podest;2013;GÜNZBURGER - SONDERANFERTIGUNG;5440T00500;0055-006418;Aufstiegsleiter für Anhänger;;BT-Leiter allg.;01.01.2013;;;01.01.2014;;;;;;;
OV Berlin Neukölln;1. TZ, FGr I;Leiter, Feuerwehr, A-Teil (Unterteil);2010;NN - NN (s. Beschreibung);5440T22262;0055-003541;Typ Dönges;;BT-Steckleiter;19.10.2019;i. O.;10;18.10.2020;;;;;;;
OV Berlin Neukölln;1. TZ, 1. B;Leiter, Feuerwehr, A-Teil (Unterteil);2014;NN - NN (s. Beschreibung);5440T22262;0055-006751;Typ Dönges;;BT-Steckleiter;19.10.2019;i. O.;6;18.10.2020;;;;;;;
OV Berlin Neukölln;1. TZ, FGr N;Leiter, Feuerwehr, A-Teil (Unterteil);2014;NN - NN (s. Beschreibung);5440T22262;0055-006752;;;BT-Steckleiter;19.10.2019;i. O.;6;18.10.2020;;;;;;;
OV Berlin Neukölln;1. TZ, FGr I;Leiter, Feuerwehr, B-Teil (Oberteil);2010;NN - NN (s. Beschreibung);5440T22263;0055-003542;Typ Dönges;;BT-Steckleiter;19.10.2019;i. O.;10;18.10.2020;;;;;;;
OV Berlin Neukölln;1. TZ, FGr I;Leiter, Feuerwehr, B-Teil (Oberteil);2010;NN - NN (s. Beschreibung);5440T22263;0055-003547;Typ Dönges;;BT-Steckleiter;19.10.2019;i. O.;10;18.10.2020;;;;;;;
OV Berlin Neukölln;1. TZ, 1. B;Leiter, Feuerwehr, B-Teil (Oberteil);2014;NN - NN (s. Beschreibung);5440T22263;0055-006753;Typ Dönges;;BT-Steckleiter;19.10.2019;i. O.;6;18.10.2020;;;;;;;
OV Berlin Neukölln;1. TZ, 1. B;Leiter, Feuerwehr, B-Teil (Oberteil);2014;NN - NN (s. Beschreibung);5440T22263;0055-006834;Typ Dönges;;BT-Steckleiter;19.10.2019;i. O.;6;18.10.2020;;;;;;;
OV Berlin Neukölln;1. TZ, 1. B;Leiter, Feuerwehr, B-Teil (Oberteil);2014;NN - NN (s. Beschreibung);5440T22263;0055-006835;Typ Dönges;;BT-Steckleiter;19.10.2019;i. O.;6;18.10.2020;;;;;;;
OV Berlin Neukölln;1. TZ, FGr N;Leiter, Feuerwehr, B-Teil (Oberteil);2015;NN - NN (s. Beschreibung);5440T22263;0055-007374;Typ Dönges;;BT-Steckleiter;19.10.2019;i. O.;5;18.10.2020;;;;;;;
OV Berlin Neukölln;1. TZ, FGr I;Leiter, Feuerwehr, Z-Teil (Einsteckteil);2010;NN - NN (s. Beschreibung);5440T22264;0055-003543;Typ Dönges;;BT-Steckleiter;19.10.2019;i. O.;10;18.10.2020;;;;;;;
OV Berlin Neukölln;1. TZ, 1. B;Leiter, Feuerwehr, Z-Teil (Einsteckteil);2014;NN - NN (s. Beschreibung);5440T22264;0055-006754;;;BT-Steckleiter;19.10.2019;i. O.;6;18.10.2020;;;;;;;
OV Berlin Neukölln;1. TZ, FGr N;Leiter, Feuerwehr, Z-Teil (Einsteckteil);2015;NN - NN (s. Beschreibung);5440T22264;0055-007373;Typ Dönges;;BT-Steckleiter;19.10.2019;i. O.;5;18.10.2020;;;;;;;
OV Berlin Neukölln;OV, Garage (500);"Windenstütze (Deckenstütze), ca. 1700 - 3000 mm; 20 kN";2000;LINNEPE - Firestay 1700 - 3000;5440T22268;0058-004438;;;BT-Windenstuetzen;20.10.2018;i. O.;19;20.10.2019;;;;;;;
OV Berlin Neukölln;1. TZ, 1. B;Leiter, Feuerwehr, Steckleiter-Verbindungsteil;2014;NN - NN (s. Beschreibung);5440T23265;0055-006745;Typ Dönges;;BT-Steckleiter;19.10.2019;i. O.;6;18.10.2020;;;;;;;
OV Berlin Neukölln;OV, SM/SK Raum (140);Leiter, Feuerwehr, Steckleiter-Verbindungsteil;2015;NN - NN (s. Beschreibung);5440T23265;0055-007491;;;BT-Steckleiter;19.10.2019;i. O.;5;18.10.2020;;;;;;;
OV Berlin Neukölln;1. TZ, FGr N;Krankentrage;;HERSTELLERUNABHÄNGIG - typenunabhängig;6530T00481;0058-000175;;;BT-Krankentransportmittel;19.10.2019;i. O.;12;18.10.2020;;;;;;;
OV Berlin Neukölln;1. TZ, 1. B;Krankentrage;;HERSTELLERUNABHÄNGIG - typenunabhängig;6530T00481;0058-000304;;;BT-Krankentransportmittel;09.11.2019;i. O.;12;08.11.2020;;;;;;;
OV Berlin Neukölln;1. TZ, FGr I;Krankentrage;1900;HERSTELLERUNABHÄNGIG - typenunabhängig;6530T00481;0058-004040;;;BT-Krankentransportmittel;19.10.2019;i. O.;120;18.10.2020;;;;;;;
OV Berlin Neukölln;1. TZ, FGr N;Bergeschleppe;;HERSTELLERUNABHÄNGIG - typenunabhängig;6530T22477;0058-000306; ;;BT-Krankentransportmittel;19.10.2019;i. O.;12;18.10.2020;;;;;;;
OV Berlin Neukölln;1. TZ, 1. B;Bergeschleppe;1900;HERSTELLERUNABHÄNGIG - typenunabhängig;6530T22477;0058-004024;;;BT-Krankentransportmittel;19.10.2019;i. O.;120;18.10.2020;;;;;;;
OV Berlin Neukölln;1. TZ, 1. B;Korbtrage mit Seilgehänge und Laufkatze;1900;SCHÜLKE - typenunabhängig;6530T22479;0058-004023;1. B1;;BT-Krankentransportmittel;19.10.2019;i. O.;120;18.10.2020;;;;;;;
OV Berlin Neukölln;1. TZ, FGr N;Korbtrage mit Seilgehänge und Laufkatze;2000;SCHÜLKE - typenunabhängig;6530T22479;0058-004684;;;BT-Krankentransportmittel;19.10.2019;i. O.;20;18.10.2020;;;;;;;
OV Berlin Neukölln;1. TZ, FGr W (B);Sanitätsmaterial Kfz nach DIN 13164;2011;SÖHNGEN - 13164;6545T00001;0001-287279;;;BT-Sanitätskasten;19.10.2019;i. O.;9;18.10.2020;;;;;;;
OV Berlin Neukölln;1. TZ, FGr W (B);Sanitätsmaterial Kfz nach DIN 13164;2016;HERSTELLERUNABHÄNGIG - DIN 13164;6545T00001;0055-009248;;;BT-Sanitätskasten;19.10.2019;i. O.;4;18.10.2020;;;;;;;
OV Berlin Neukölln;1. TZ, FGr W (B);Sanitätsmaterial Kfz nach DIN 13164;2016;HERSTELLERUNABHÄNGIG - DIN 13164;6545T00001;0055-009249;;;BT-Sanitätskasten;19.10.2019;i. O.;4;18.10.2020;;;;;;;
OV Berlin Neukölln;OV-Stab;Sanitätsmaterial Kfz nach DIN 13164;2016;HERSTELLERUNABHÄNGIG - DIN 13164;6545T00001;0055-009251;THW 83655;;BT-Sanitätskasten;19.10.2019;i. O.;4;18.10.2020;;;;;;;
OV Berlin Neukölln;1. TZ, FGr W (B);Sanitätskasten Kfz nach DIN 13164-B;2013;SÖHNGEN - 13164 B;6545T21484;0001-347765;;;BT-Sanitätskasten;19.10.2019;i. O.;7;18.10.2020;;;;;;;
OV Berlin Neukölln;OV-Stab;Sanitätskasten Kfz nach DIN 13164-B;2015;SÖHNGEN - 13164 B;6545T21484;0001-385888;;;BT-Sanitätskasten;19.10.2019;i. O.;5;18.10.2020;;;;;;;
OV Berlin Neukölln;1. TZ, FGr I;Sanitätskasten Kfz nach DIN 13164-B;2016;HERSTELLERUNABHÄNGIG - 13164 B;6545T21484;0001-416508;;;BT-Sanitätskasten;19.10.2019;i. O.;4;18.10.2020;;;;;;;
OV Berlin Neukölln;OV, SM/SK Raum (140);Sanitätskasten Kfz nach DIN 13164-B;2015;SÖHNGEN - 13164 B;6545T21484;0055-007368;;;BT-Sanitätskasten;19.10.2019;i. O.;5;18.10.2020;;;;;;;
OV Berlin Neukölln;OV, SM/SK Raum (140);Sanitätskasten Kfz nach DIN 13164-B;2015;SÖHNGEN - 13164 B;6545T21484;0055-007369;;;BT-Sanitätskasten;19.10.2019;i. O.;5;18.10.2020;;;;;;;
OV Berlin Neukölln;OV, SM/SK Raum (140);Sanitätskasten Kfz nach DIN 13164-B;2015;SÖHNGEN - 13164 B;6545T21484;0055-007370;;;BT-Sanitätskasten;19.10.2019;i. O.;5;18.10.2020;;;;;;;
OV Berlin Neukölln;OV, SM/SK Raum (140);Sanitätskasten Kfz nach DIN 13164-B;2015;SÖHNGEN - 13164 B;6545T21484;0055-007371;;;BT-Sanitätskasten;19.10.2019;i. O.;5;18.10.2020;;;;;;;
OV Berlin Neukölln;1. TZ, FGr W (B);Sanitätskasten DIN 13157;2013;HERSTELLERUNABHÄNGIG - DIN 13157;6545T22010;0056-003342;HD 06/2025;;BT-Sanitätskasten;19.10.2019;i. O.;8;18.10.2020;;;;;;;
OV Berlin Neukölln;OV, AN Ausstattung OV (200);Leiter, klapp;2011;NN - NN (s. Beschreibung);7105T11038;0055-005014;;;BT-Leiter allg.;19.10.2019;i. O.;9;18.10.2020;;;;;;;
OV Berlin Neukölln;1. TZ, FGr N;Jacke, Schnittschutz;2018;GRUBE - Schnittschutzjacke nach DIN EN 381-11 Rumpfschutz Klasse 1;8415T22885;0058-004371;Größe S;;BT-Schnittschutz;01.01.2018;;;01.01.2019;;;;;;;
OV Berlin Neukölln;1. TZ, 1. B;Jacke, Schnittschutz;2018;GRUBE - Schnittschutzjacke nach DIN EN 381-11 Rumpfschutz Klasse 1;8415T22885;0058-004372;Größe XL;;BT-Schnittschutz;01.01.2018;;;01.01.2019;;;;;;;
OV Berlin Neukölln;1. TZ, 1. B;Jacke, Schnittschutz;2018;SIP - Schnittschutzjacke, orange, EN381;8415T22885;0058-004464;Größe S;;BT-Schnittschutz;23.10.2018;i. O.;1;23.10.2019;;;;;;;
OV Berlin Neukölln;1. TZ, FGr N;Hose, Schnittschutz;2017;NOVOTEX - verschiedene Grössen;8415T22886;0055-009320;Größe 58;;BT-Schnittschutz;01.01.2017;;;01.01.2018;;;;;;;
OV Berlin Neukölln;1. TZ, 1. B;Hose, Schnittschutz;2017;NOVOTEX - verschiedene Grössen;8415T22886;0055-009321;Größe 58;;BT-Schnittschutz;01.01.2017;;;01.01.2018;;;;;;;
OV Berlin Neukölln;1. TZ, FGr N;Hose, Schnittschutz;2017;NOVOTEX - verschiedene Grössen;8415T22886;0055-009322;Größe 60;;BT-Schnittschutz;01.01.2017;;;01.01.2018;;;;;;;
OV Berlin Neukölln;OV, SM/SK Raum (140);Hose, Schnittschutz;2017;NOVOTEX - verschiedene Grössen;8415T22886;0055-010218;Economy Plus;;BT-Schnittschutz;01.01.2017;;;01.01.2018;;;;;;;
OV Berlin Neukölln;OV, SM/SK Raum (140);Hose, Schnittschutz;2017;STIHL - verschiedene Grössen;8415T22886;0055-010219;Latzhose;;BT-Schnittschutz;24.10.2018;i. O.;2;24.10.2019;;;;;;;
OV Berlin Neukölln;1. TZ, FGr N;Hose, Schnittschutz;2013;STIHL - verschiedene Grössen;8415T22886;0058-004206;;;BT-Schnittschutz;23.10.2018;n. i. O.;5;23.10.2018;;;;;;;
OV Berlin Neukölln;1. TZ, FGr N;Hose, Schnittschutz;2013;STIHL - verschiedene Grössen;8415T22886;0058-004207;;;BT-Schnittschutz;23.10.2018;i. O.;6;23.10.2019;;;;;;;
OV Berlin Neukölln;OV, AN Ausstattung OV (200);Hose, Schnittschutz;2016;GRUBE - verschiedene Grössen;8415T22886;0058-004208;größe60;;BT-Schnittschutz;24.10.2018;i. O.;3;24.10.2019;;;;;;;
OV Berlin Neukölln;OV, AN Ausstattung OV (200);Hose, Schnittschutz;2015;STIHL - verschiedene Grössen;8415T22886;0058-004209;Größe64;;BT-Schnittschutz;24.10.2017;i. O.;3;24.10.2018;;;;;;;
OV Berlin Neukölln;OV, AN Ausstattung OV (200);Hose, Schnittschutz;2017;WOODIX - verschiedene Grössen;8415T22886;0058-004210;hersteller: Watex;;BT-Schnittschutz;23.10.2017;i. O.;1;23.10.2018;;;;;;;
OV Berlin Neukölln;OV, SM/SK Raum (140);Hose, Schnittschutz;2018;GRUBE - verschiedene Grössen;8415T22886;0058-004420;Gr.66;;BT-Schnittschutz;01.01.2018;;;01.01.2019;;;;;;;
OV Berlin Neukölln;1. TZ, FGr I;Hose, Schnittschutz;2018;GRUBE - verschiedene Grössen;8415T22886;0058-004421;Gr.66;;BT-Schnittschutz;01.01.2018;;;01.01.2019;;;;;;;
OV Berlin Neukölln;1. TZ, 1. B;Hose, Schnittschutz;2013;NOVOTEX - verschiedene Grössen;8415T22886;0058-004463;Größe 44;;BT-Schnittschutz;23.10.2018;i. O.;6;23.10.2019;;;;;;;
